shipment_id,shipment_date_key,product_id,origin_id,destination_id,equipment_id,carrier_id,weight,weight_uom,planned_delivery_date,actual_delivery_date,transit_time
8847,20250311,7,201,600008,5,7,1300.6,KG,2025-03-28,2025-04-03,17
8848,20250314,10,102,104,7,6,1399.9,KG,2025-03-19,2025-03-17,5
8849,20250911,9,300002,202,4,1,13536.8,KG,2025-10-02,2025-09-29,21
8850,20250202,7,300002,600009,7,6,1909.5,KG,2025-02-07,2025-02-06,5
8851,20250410,5,300007,102,1,3,3061.6,KG,2025-04-15,2025-04-14,5
8852,20250121,4,205,600008,7,6,1626.8,KG,2025-01-23,2025-01-20,2
8853,20251210,3,203,600007,8,8,9259.6,KG,2025-12-15,2025-12-13,5
8854,20250625,4,300006,102,4,5,2729.7,KG,2025-07-15,2025-07-15,20
8855,20250325,1,104,102,8,8,1783.3,KG,2025-04-06,2025-04-03,12
8856,20250403,4,205,600002,7,2,4049.4,KG,2025-04-06,2025-04-12,3
8857,20251223,1,104,202,4,1,22236.7,KG,2026-01-10,2026-01-08,18
8858,20251216,5,105,600004,8,8,3186.8,KG,2025-12-22,2025-12-22,6
8859,20250913,1,300006,105,4,5,2598.4,KG,2025-10-01,2025-09-30,18
8860,20251015,3,300002,205,6,7,5562.6,KG,2025-10-30,2025-10-27,15
8861,20250811,5,300010,205,5,5,3447.9,KG,2025-09-13,2025-09-13,33
8862,20250908,6,300005,600007,3,3,4746.8,KG,2025-09-12,2025-09-12,4
8863,20251115,6,203,201,4,1,2773.0,KG,2025-12-06,2025-12-05,21
8864,20251112,3,300009,600002,6,5,4407.7,KG,2025-12-01,2025-11-29,19
8865,20250815,11,300002,600010,3,7,1761.4,KG,2025-08-18,2025-08-15,3
8866,20250427,8,300007,600004,6,1,8183.8,KG,2025-06-01,2025-05-29,35
8867,20250606,10,300002,600010,2,3,3772.3,KG,2025-06-13,2025-06-20,7
8868,20250228,8,102,600008,8,1,6516.8,KG,2025-03-08,2025-03-07,8
8869,20250721,9,102,201,5,7,17044.4,KG,2025-08-15,2025-08-16,25
8870,20250501,6,103,600002,5,1,102.4,KG,2025-05-16,2025-05-16,15
8871,20250602,5,102,202,4,7,289.1,KG,2025-06-27,2025-06-24,25
8872,20250704,6,103,600007,3,3,2722.0,KG,2025-07-09,2025-07-09,5
8873,20251023,5,300009,203,8,8,1059.3,KG,2025-11-04,2025-11-02,12
8874,20250212,9,300008,202,4,5,20464.3,KG,2025-03-12,2025-03-09,28
8875,20250207,12,300001,101,1,7,2749.4,KG,2025-02-13,2025-02-10,6
8876,20250731,9,300001,101,2,7,6875.8,KG,2025-08-05,2025-08-11,5
8877,20251020,11,300002,101,4,5,1718.8,KG,2025-11-04,2025-11-04,15
8878,20250522,11,300005,204,1,1,1754.2,KG,2025-05-28,2025-05-29,6
8879,20250312,4,101,105,7,2,2709.1,KG,2025-03-15,2025-03-12,3
8880,20250716,9,300002,201,7,2,8264.0,KG,2025-07-20,2025-07-19,4
8881,20250312,5,300009,102,6,5,1401.0,KG,2025-04-05,2025-04-04,24
8882,20250301,2,300007,600003,4,7,11881.6,KG,2025-03-21,2025-03-19,20
8883,20250919,12,300004,600002,8,1,1579.8,KG,2025-09-26,2025-10-05,7
8884,20250728,7,300001,600002,1,3,7074.8,KG,2025-08-04,2025-08-01,7
8885,20250512,8,300004,600003,6,1,6526.1,KG,2025-05-28,2025-05-28,16
8886,20250205,3,102,600001,1,3,9005.1,KG,2025-02-11,2025-02-11,6
8887,20250908,2,300007,600006,4,1,929.0,KG,2025-10-11,2025-10-17,33
8888,20250205,4,300005,600004,6,5,3436.0,KG,2025-02-24,2025-03-02,19
8889,20250530,10,300002,205,6,5,1816.6,KG,2025-06-27,2025-06-27,28
8890,20251004,10,300005,600003,3,1,3685.6,KG,2025-10-10,2025-10-07,6
8891,20250520,5,202,201,2,4,4582.5,KG,2025-05-23,2025-05-20,3
8892,20250625,6,202,600001,4,7,3611.3,KG,2025-07-19,2025-07-20,24
8893,20250723,1,104,600009,7,6,11576.6,KG,2025-07-27,2025-07-27,4
8894,20251127,3,300001,101,7,6,8751.7,KG,2025-11-28,2025-11-27,1
8895,20251226,7,300004,600008,1,1,22192.9,KG,2025-12-28,2025-12-26,2
8896,20250823,8,300001,600005,7,2,7586.3,KG,2025-08-27,2025-08-26,4
8897,20250429,9,300001,600008,8,1,6466.9,KG,2025-05-10,2025-05-08,11
8898,20250301,1,300010,204,8,1,23779.8,KG,2025-03-12,2025-03-12,11
8899,20251124,5,203,600007,7,6,568.1,KG,2025-11-25,2025-11-23,1
8900,20250110,6,101,104,8,1,3600.5,KG,2025-01-18,2025-01-18,8
8901,20251014,3,300008,101,7,6,8537.4,KG,2025-10-16,2025-10-15,2
8902,20251104,8,300002,103,5,7,3411.5,KG,2025-11-23,2025-11-22,19
8903,20250606,10,101,600008,7,2,1461.4,KG,2025-06-08,2025-06-08,2
8904,20251114,1,104,201,7,2,7898.4,KG,2025-11-18,2025-11-15,4
8905,20251008,7,300010,201,4,7,3617.2,KG,2025-11-03,2025-11-10,26
8906,20250318,5,300010,600009,6,7,3289.6,KG,2025-04-05,2025-04-04,18
8907,20251013,7,104,105,4,7,22620.7,KG,2025-11-13,2025-11-10,31
8908,20250215,9,300007,600004,4,5,24206.5,KG,2025-03-08,2025-03-11,21
8909,20251023,2,205,202,6,1,6272.4,KG,2025-11-21,2025-11-19,29
8910,20251106,10,300004,101,8,1,3704.4,KG,2025-11-11,2025-11-09,5
8911,20251021,4,300002,102,3,2,4175.0,KG,2025-10-23,2025-10-22,2
8912,20250224,2,103,600005,8,8,21994.5,KG,2025-03-05,2025-03-04,9
8913,20250730,10,300002,600008,2,2,1512.2,KG,2025-08-02,2025-07-31,3
8914,20250813,11,300006,204,7,2,824.3,KG,2025-08-18,2025-08-18,5
8915,20250704,2,102,600001,1,1,9558.9,KG,2025-07-07,2025-07-13,3
8916,20250502,12,105,600010,8,1,2783.0,KG,2025-05-09,2025-05-09,7
8917,20250512,4,205,203,7,2,2028.8,KG,2025-05-17,2025-05-14,5
8918,20250924,5,204,103,1,2,3727.6,KG,2025-09-30,2025-09-28,6
8919,20250610,1,300002,600003,5,7,20780.0,KG,2025-07-10,2025-07-09,30
8920,20250217,8,300005,600003,1,2,5596.6,KG,2025-02-19,2025-02-19,2
8921,20251111,12,300009,103,6,5,1210.4,KG,2025-11-29,2025-11-28,18
8922,20251216,5,102,205,4,5,1781.8,KG,2026-01-19,2026-01-23,34
8923,20250826,3,101,600007,7,2,4900.4,KG,2025-08-29,2025-08-28,3
8924,20250320,1,202,600003,5,1,23190.2,KG,2025-04-16,2025-04-14,27
8925,20251020,1,300004,600010,8,8,16670.6,KG,2025-10-31,2025-10-29,11
8926,20250721,5,103,201,5,5,3653.3,KG,2025-08-14,2025-08-12,24
8927,20250703,12,300006,600005,4,5,2885.0,KG,2025-07-21,2025-07-18,18
8928,20250403,12,300004,600002,6,1,2653.3,KG,2025-05-05,2025-05-17,32
8929,20250508,1,300004,600003,7,6,12968.7,KG,2025-05-09,2025-05-08,1
8930,20250108,4,300008,600007,7,2,2239.1,KG,2025-01-13,2025-01-13,5
8931,20250419,11,300004,600005,2,3,1416.6,KG,2025-04-26,2025-04-24,7
8932,20250418,6,300004,104,7,2,479.3,LBS,2025-04-23,2025-04-23,5
8933,20250117,11,300005,201,7,6,1442.8,KG,2025-01-22,2025-01-19,5
8934,20250122,7,102,104,5,1,2702.9,KG,2025-02-24,2025-02-22,33
8935,20251204,8,104,102,4,1,9842.6,KG,2025-12-20,2025-12-17,16
8936,20250215,3,300003,600003,2,3,3300.9,KG,2025-02-20,2025-02-20,5
8937,20250117,10,204,101,7,2,1285.5,KG,2025-01-20,2025-01-18,3
8938,20250828,1,103,204,3,2,7219.7,KG,2025-08-30,2025-08-29,2
8939,20250508,9,300002,102,1,4,6393.4,KG,2025-05-15,2025-05-12,7
8940,20250523,10,204,600003,3,3,4686.1,KG,2025-05-27,2025-05-26,4
8941,20250724,9,300009,600010,7,2,18943.9,KG,2025-07-25,2025-08-02,1
8942,20250126,8,300005,205,8,8,2094.0,KG,2025-02-01,2025-02-02,6
8943,20250219,9,300007,201,6,7,24714.0,KG,2025-03-21,2025-03-29,30
8944,20250417,4,202,600005,7,2,3367.1,KG,2025-04-20,2025-04-28,3
8945,20250519,4,300003,205,7,6,611.6,KG,2025-05-22,2025-05-21,3
8946,20250208,11,300005,203,8,8,883.9,KG,2025-02-19,2025-02-20,11
8947,20250529,6,300001,202,8,8,72.7,KG,2025-06-07,2025-06-05,9
8948,20250916,7,103,101,6,1,20425.0,KG,2025-10-08,2025-10-07,22
8949,20250511,9,103,600009,4,7,15681.4,KG,2025-05-30,2025-05-28,19
8950,20250418,6,105,600007,3,1,4064.7,KG,2025-04-25,2025-04-25,7
8951,20250910,10,105,102,7,2,765.7,KG,2025-09-14,2025-09-13,4
8952,20250704,2,201,600008,4,7,1621.3,KG,2025-07-29,2025-07-29,25
8953,20251210,5,101,600005,7,6,1651.1,KG,2025-12-15,2025-12-13,5
8954,20251208,1,201,600005,7,6,12281.7,KG,2025-12-12,2025-12-09,4
8955,20250127,7,204,205,8,8,24083.6,KG,2025-02-05,2025-02-03,9
8956,20250414,8,300006,205,6,5,6966.2,KG,2025-05-14,2025-05-16,30
8957,20250501,6,203,600004,5,1,1360.1,KG,2025-05-21,2025-05-20,20
8958,20250521,1,300008,600010,8,8,5139.9,KG,2025-05-31,2025-05-28,10
8959,20251218,3,300002,600010,3,3,4560.2,KG,2025-12-24,2025-12-23,6
8960,20250911,11,300008,202,7,2,1718.7,KG,2025-09-15,2025-09-15,4
8961,20251104,1,300003,600007,3,3,24769.9,KG,2025-11-10,2025-11-07,6
8962,20250721,4,205,600010,7,6,1295.7,KG,2025-07-22,2025-07-21,1
8963,20251112,2,102,600009,6,1,20128.5,KG,2025-11-28,2025-11-25,16
8964,20250314,10,300010,600010,8,8,1832.7,KG,2025-03-20,2025-03-17,6
8965,20250711,9,300010,104,6,1,3145.7,KG,2025-07-28,2025-07-26,17
8966,20251211,6,300006,600004,6,1,4001.8,KG,2026-01-04,2026-01-01,24
8967,20250606,1,300004,600005,2,2,24155.5,KG,2025-06-11,2025-06-08,5
8968,20251113,6,300003,600010,5,7,4097.9,KG,2025-12-10,2025-12-08,27
8969,20250514,8,103,600001,8,8,4449.0,KG,2025-05-26,2025-05-25,12
8970,20250207,10,300005,600006,7,6,4643.5,KG,2025-02-08,2025-02-05,1
8971,20250929,2,101,600005,6,1,22420.1,KG,2025-10-20,2025-10-17,21
8972,20250425,5,300006,600007,8,1,3784.6,KG,2025-05-06,2025-05-03,11
8973,20250603,12,104,600001,8,8,616.3,KG,2025-06-11,2025-06-09,8
8974,20250704,10,300007,600008,1,3,4698.4,KG,2025-07-07,2025-07-04,3
8975,20251024,6,300006,600010,4,7,2786.3,KG,2025-11-16,2025-11-16,23
8976,20250530,12,300004,600009,5,1,2413.1,KG,2025-06-24,2025-06-21,25
8977,20250925,7,103,101,5,1,10828.7,KG,2025-10-29,2025-10-29,34
8978,20250204,10,105,102,8,1,2416.1,KG,2025-02-09,2025-02-13,5
8979,20250207,12,103,205,6,5,780.8,KG,2025-03-04,2025-03-03,25
8980,20250613,10,102,204,7,2,2515.9,KG,2025-06-14,2025-06-13,1
8981,20250717,6,300006,600006,2,1,929.9,KG,2025-07-23,2025-07-20,6
8982,20250310,3,300009,600009,8,1,8657.1,KG,2025-03-22,2025-03-20,12
8983,20251120,5,105,201,6,7,131.3,KG,2025-12-14,2025-12-11,24
8984,20251001,12,203,600001,1,4,2217.2,KG,2025-10-08,2025-10-15,7
8985,20250505,2,201,600004,8,8,22475.0,KG,2025-05-17,2025-05-17,12
8986,20250218,5,103,600003,1,4,1463.5,KG,2025-02-20,2025-02-18,2
8987,20250806,5,300001,600004,7,6,3386.9,KG,2025-08-09,2025-08-07,3
8988,20251125,3,300005,600004,7,2,8474.6,KG,2025-11-30,2025-11-29,5
8989,20250423,5,205,104,1,7,3535.0,KG,2025-04-27,2025-04-24,4
8990,20250210,12,203,205,7,2,1561.2,KG,2025-02-13,2025-02-13,3
8991,20250506,7,300005,103,7,6,5330.5,KG,2025-05-08,2025-05-08,2
8992,20250411,2,105,102,8,1,4124.0,KG,2025-04-16,2025-04-14,5
8993,20250520,12,300007,102,2,7,2365.7,KG,2025-05-26,2025-05-23,6
8994,20250602,12,300010,600001,1,7,1571.8,KG,2025-06-06,2025-06-06,4
8995,20250925,9,300009,600008,8,8,6417.6,KG,2025-10-01,2025-09-29,6
8996,20250628,3,300010,600009,5,7,928.3,KG,2025-07-21,2025-07-19,23
8997,20250115,4,202,203,7,2,1568.9,KG,2025-01-18,2025-01-15,3
8998,20250214,5,300009,600008,5,7,313.6,KG,2025-03-09,2025-03-08,23
8999,20250131,3,300001,102,7,2,9074.6,KG,2025-02-04,2025-02-03,4
9000,20250416,8,300004,600006,4,7,4917.9,KG,2025-05-12,2025-05-12,26
9001,20250801,12,300003,204,3,3,107.1,KG,2025-08-05,2025-08-10,4
9002,20251228,10,300008,101,7,2,1479.2,KG,2025-12-31,2026-01-10,3
9003,20250103,12,101,600005,5,7,2112.8,KG,2025-02-03,2025-02-04,31
9004,20251110,3,300005,104,4,5,5923.4,KG,2025-12-12,2025-12-17,32
9005,20250206,11,104,105,4,7,1426.1,KG,2025-03-04,2025-03-02,26
9006,20251014,6,300010,600007,4,1,1251.2,KG,2025-11-07,2025-11-04,24
9007,20250224,4,300003,600004,7,6,929.9,KG,2025-03-01,2025-03-05,5
9008,20250330,3,300009,203,6,7,3855.9,KG,2025-04-21,2025-04-20,22
9009,20250510,4,300001,205,4,5,3875.0,KG,2025-05-31,2025-05-30,21
9010,20250221,5,105,600001,8,1,4600.3,KG,2025-03-04,2025-03-13,11
9011,20250926,11,104,103,6,5,927.8,KG,2025-10-27,2025-11-03,31
9012,20251202,7,201,600010,5,1,15402.2,KG,2025-12-25,2025-12-22,23
9013,20250519,1,300006,202,2,1,11254.0,KG,2025-05-23,2025-05-21,4
9014,20251003,4,300009,102,6,7,1372.5,KG,2025-10-19,2025-10-17,16
9015,20251117,2,204,202,5,5,8789.1,KG,2025-12-17,2025-12-17,30
9016,20250826,8,204,105,8,8,3721.9,KG,2025-09-05,2025-09-04,10
9017,20250325,11,300007,600003,5,5,1194.1,KG,2025-04-21,2025-04-19,27
9018,20250912,9,204,201,5,7,8778.0,KG,2025-10-11,2025-10-18,29
9019,20250714,9,105,600001,7,6,5453.7,KG,2025-07-17,2025-07-16,3
9020,20250529,11,300010,202,7,2,238.0,LBS,2025-06-03,2025-05-31,5
9021,20250911,5,203,600009,7,6,1893.8,KG,2025-09-14,2025-09-14,3
9022,20250708,11,203,600004,7,2,1859.7,KG,2025-07-11,2025-07-09,3
9023,20250217,2,300007,101,8,1,21475.7,KG,2025-02-24,2025-03-02,7
9024,20250804,2,300002,600004,6,5,2752.3,KG,2025-08-22,2025-08-27,18
9025,20250327,3,201,103,4,7,2047.9,KG,2025-04-18,2025-04-18,22
9026,20250516,1,300004,600004,4,5,9741.2,KG,2025-05-31,2025-05-31,15
9027,20250108,7,300003,103,7,2,11615.4,KG,2025-01-12,2025-01-11,4
9028,20250904,1,201,600007,8,1,16336.3,KG,2025-09-10,2025-09-08,6
9029,20250204,4,203,600004,7,6,3514.5,KG,2025-02-08,2025-02-07,4
9030,20250305,8,300003,204,8,1,2931.4,KG,2025-03-14,2025-03-12,9
9031,20250620,3,300003,104,7,6,7658.3,KG,2025-06-23,2025-06-26,3
9032,20251017,3,202,201,2,2,2577.7,KG,2025-10-19,2025-10-16,2
9033,20250407,12,204,101,5,7,943.8,KG,2025-04-29,2025-04-29,22
9034,20250724,2,204,600008,8,8,14355.4,KG,2025-07-30,2025-08-02,6
9035,20251120,5,300004,600002,6,7,3491.6,KG,2025-12-21,2025-12-18,31
9036,20250514,9,202,104,6,1,8584.6,KG,2025-06-04,2025-06-05,21
9037,20250718,3,202,203,5,5,9756.1,KG,2025-08-15,2025-08-12,28
9038,20250708,9,300002,203,1,2,8175.2,KG,2025-07-12,2025-07-12,4
9039,20251216,6,300004,600001,2,3,3832.1,KG,2025-12-23,2025-12-30,7
9040,20250226,4,201,600005,4,7,633.2,KG,2025-03-30,2025-03-29,32
9041,20250115,9,102,202,5,7,13005.9,KG,2025-02-02,2025-02-01,18
9042,20250406,12,101,204,6,5,377.7,KG,2025-05-04,2025-05-02,28
9043,20250114,8,300007,201,7,2,3157.4,KG,2025-01-15,2025-01-12,1
9044,20250918,5,201,600005,6,7,3888.0,KG,2025-10-21,2025-10-20,33
9045,20250523,4,105,103,2,7,2259.4,KG,2025-05-27,2025-05-24,4
9046,20251029,3,102,204,4,5,1126.1,KG,2025-11-21,2025-11-18,23
9047,20250703,6,104,600006,4,5,2310.8,KG,2025-07-19,2025-07-17,16
9048,20250505,2,300005,205,5,5,10536.9,KG,2025-06-07,2025-06-04,33
9049,20250710,11,300007,600007,7,6,298.5,LBS,2025-07-14,2025-07-13,4
9050,20250921,3,104,600008,7,2,6980.0,KG,2025-09-23,2025-09-20,2
9051,20250930,4,103,600006,7,6,386.7,KG,2025-10-03,2025-09-30,3
9052,20250916,6,105,600008,4,1,872.6,KG,2025-10-13,2025-10-13,27
9053,20250414,8,104,205,1,1,5257.4,KG,2025-04-21,2025-04-19,7
9054,20250508,4,105,101,6,5,664.8,KG,2025-05-28,2025-05-26,20
9055,20250114,3,105,600008,8,8,7335.8,KG,2025-01-24,2025-01-21,10
9056,20251027,5,202,600007,8,1,4137.0,KG,2025-11-02,2025-11-02,6
9057,20250918,1,300007,600001,1,2,18778.0,KG,2025-09-22,2025-09-22,4
9058,20251226,2,203,600003,6,1,8911.0,KG,2026-01-16,2026-01-15,21
9059,20251009,4,204,600005,5,7,3172.7,KG,2025-10-29,2025-10-28,20
9060,20250110,8,300010,600002,7,6,6193.7,KG,2025-01-14,2025-01-13,4
9061,20250828,1,104,600005,7,2,23295.2,KG,2025-09-02,2025-09-02,5
9062,20250731,7,300009,205,3,7,16140.6,KG,2025-08-05,2025-08-04,5
9063,20251120,2,104,600007,5,7,1893.3,KG,2025-12-07,2025-12-15,17
9064,20250628,2,203,600009,5,5,8718.9,KG,2025-07-21,2025-07-24,23
9065,20250606,10,300005,600004,7,2,2566.8,KG,2025-06-07,2025-06-06,1
9066,20251219,11,203,600005,8,1,1542.0,KG,2025-12-27,2025-12-24,8
9067,20250204,2,300004,205,7,6,8780.5,KG,2025-02-08,2025-02-07,4
9068,20250213,7,201,101,7,2,13456.8,KG,2025-02-18,2025-02-17,5
9069,20250219,5,300008,600004,5,7,4933.0,KG,2025-03-06,2025-03-04,15
9070,20251028,12,300001,600008,7,2,2864.6,KG,2025-10-30,2025-10-27,2
9071,20250106,1,102,600005,2,2,24307.7,KG,2025-01-08,2025-01-06,2
9072,20251112,12,300005,105,2,2,1173.9,KG,2025-11-16,2025-11-14,4
9073,20250930,12,202,600001,5,7,1221.7,KG,2025-10-19,2025-10-16,19
9074,20250915,5,300010,103,6,7,2761.7,KG,2025-10-17,2025-10-15,32
9075,20250601,11,201,103,4,5,372.5,KG,2025-06-24,2025-07-03,23
9076,20250319,11,300002,600009,6,1,968.1,KG,2025-04-16,2025-04-16,28
9077,20250807,9,205,201,8,8,24899.3,KG,2025-08-18,2025-08-24,11
9078,20250106,8,300007,202,6,7,9674.0,KG,2025-01-28,2025-01-25,22
9079,20251008,12,300005,600009,8,8,2044.8,KG,2025-10-17,2025-10-14,9
9080,20251024,3,102,600006,6,1,7264.2,KG,2025-11-19,2025-11-16,26
9081,20250818,5,300007,204,4,7,4315.4,KG,2025-09-08,2025-09-05,21
9082,20250514,8,300008,204,7,6,4323.0,KG,2025-05-15,2025-05-15,1
9083,20251031,2,101,201,3,2,1042.6,KG,2025-11-03,2025-10-31,3
9084,20250114,3,300003,600001,5,7,392.7,KG,2025-02-07,2025-02-04,24
9085,20250514,3,105,102,6,5,7598.2,KG,2025-06-17,2025-06-17,34
9086,20250105,7,203,101,5,1,12748.6,KG,2025-01-23,2025-01-21,18
9087,20250825,8,300007,600009,8,1,4690.7,KG,2025-09-06,2025-09-04,12
9088,20250310,10,300002,205,8,8,4059.9,KG,2025-03-16,2025-03-14,6
9089,20251107,11,300004,201,8,1,1291.5,KG,2025-11-12,2025-11-12,5
9090,20250924,4,204,600007,1,2,3401.2,KG,2025-09-26,2025-09-23,2
9091,20250121,3,300007,600008,8,8,1403.3,KG,2025-02-02,2025-01-30,12
9092,20250619,2,300006,600009,1,7,578.2,KG,2025-06-21,2025-06-19,2
9093,20250201,1,105,101,7,2,4858.7,KG,2025-02-02,2025-02-01,1
9094,20250419,9,300004,600002,7,2,4946.1,KG,2025-04-24,2025-04-23,5
9095,20250329,1,300001,600009,1,3,11967.9,KG,2025-04-01,2025-03-29,3
9096,20250509,1,300008,600005,6,1,2414.0,KG,2025-06-04,2025-06-07,26
9097,20250925,8,300002,105,6,5,2942.3,KG,2025-10-21,2025-10-20,26
9098,20250701,7,300004,204,7,6,22603.0,KG,2025-07-05,2025-07-04,4
9099,20250407,10,300010,600005,1,2,4359.7,KG,2025-04-11,2025-04-10,4
9100,20250609,10,300002,600006,7,2,2522.5,KG,2025-06-11,2025-06-13,2
9101,20250620,12,300002,600007,7,6,1804.3,KG,2025-06-25,2025-06-22,5
9102,20250506,7,300004,201,7,2,5459.3,KG,2025-05-09,2025-05-07,3
9103,20250329,10,201,600006,1,2,4376.5,KG,2025-04-05,2025-04-04,7
9104,20250709,12,300010,600004,4,7,447.3,KG,2025-07-28,2025-08-05,19
9105,20251230,11,300007,600009,7,2,1066.2,KG,2026-01-03,2025-12-31,4
9106,20250908,8,101,600006,3,3,3865.2,KG,2025-09-10,2025-09-07,2
9107,20250725,3,300007,600003,8,1,3295.1,KG,2025-08-04,2025-08-02,10
9108,20251201,10,105,600010,5,5,487.2,KG,2025-12-23,2025-12-21,22
9109,20251229,4,300003,600009,6,5,4130.7,KG,2026-01-23,2026-01-20,25
9110,20250227,8,300004,600001,3,3,6292.4,KG,2025-03-06,2025-03-10,7
9111,20250818,1,300007,202,7,6,23496.8,KG,2025-08-19,2025-08-19,1
9112,20250805,12,204,600010,6,5,412.6,KG,2025-08-27,2025-08-25,22
9113,20250917,8,202,600008,7,6,9292.4,KG,2025-09-20,2025-09-17,3
9114,20250219,7,300010,102,8,8,2707.8,KG,2025-02-28,2025-02-27,9
9115,20250326,12,300007,202,5,1,2673.4,KG,2025-04-15,2025-04-14,20
9116,20251212,8,104,600003,7,2,9702.6,KG,2025-12-14,2025-12-12,2
9117,20250815,3,202,600005,5,7,8659.6,KG,2025-09-15,2025-09-13,31
9118,20250527,4,103,600009,4,7,4209.5,KG,2025-06-30,2025-06-28,34
9119,20250909,12,101,600005,6,1,1565.7,KG,2025-10-04,2025-10-02,25
9120,20250324,7,204,104,8,8,4516.8,KG,2025-03-31,2025-03-31,7
9121,20251019,11,300003,600001,8,1,542.1,KG,2025-10-28,2025-10-26,9
9122,20251205,8,300002,102,2,1,7321.8,KG,2025-12-12,2025-12-11,7
9123,20250818,2,300001,201,1,3,13465.9,KG,2025-08-24,2025-08-24,6
9124,20250117,11,300009,202,7,2,1615.5,KG,2025-01-19,2025-01-22,2
9125,20250714,11,103,600005,4,1,1899.0,KG,2025-08-06,2025-08-05,23
9126,20250501,3,300006,600004,6,7,8926.8,KG,2025-05-24,2025-05-22,23
9127,20250912,7,201,600003,8,8,21989.4,KG,2025-09-19,2025-09-17,7
9128,20250901,9,300010,600005,2,2,9580.0,KG,2025-09-04,2025-09-01,3
9129,20250113,3,202,600008,6,7,2097.5,KG,2025-02-06,2025-02-06,24
9130,20250615,10,105,103,1,3,1489.9,KG,2025-06-17,2025-06-14,2
9131,20250815,3,105,600001,5,5,1090.7,KG,2025-09-15,2025-09-15,31
9132,20250828,6,300005,105,2,7,4762.6,KG,2025-09-01,2025-08-29,4
9133,20250616,3,300001,203,7,6,3562.8,KG,2025-06-18,2025-06-17,2
9134,20250630,1,202,600008,8,8,5889.8,KG,2025-07-10,2025-07-13,10
9135,20251118,9,101,600006,8,8,1530.1,KG,2025-11-29,2025-11-27,11
9136,20250722,1,101,103,6,1,9550.9,KG,2025-08-25,2025-08-22,34
9137,20250529,7,103,600009,8,1,709.1,KG,2025-06-06,2025-06-05,8
9138,20251113,7,300009,600003,8,8,16821.0,KG,2025-11-18,2025-11-16,5
9139,20250415,4,105,600009,7,6,3623.4,KG,2025-04-16,2025-04-15,1
9140,20251117,11,300001,600008,7,2,1417.0,KG,2025-11-19,2025-11-17,2
9141,20250812,3,104,600004,8,8,8580.9,KG,2025-08-18,2025-08-16,6
9142,20251229,3,104,600006,4,7,8304.7,KG,2026-01-27,2026-01-25,29
9143,20250211,9,201,102,5,1,22951.4,KG,2025-03-03,2025-03-03,20
9144,20250619,4,205,202,4,5,2415.4,KG,2025-07-05,2025-07-05,16
9145,20250513,6,205,600004,1,3,1195.7,KG,2025-05-20,2025-06-02,7
9146,20251127,2,300005,103,8,1,5095.4,KG,2025-12-08,2025-12-07,11
9147,20250128,1,300009,203,8,8,4378.3,KG,2025-02-03,2025-02-02,6
9148,20250718,4,300010,600008,3,7,237.0,KG,2025-07-25,2025-07-25,7
9149,20250402,10,103,600003,8,8,299.8,KG,2025-04-14,2025-04-11,12
9150,20251109,5,103,600007,3,2,2661.1,KG,2025-11-12,2025-11-22,3
9151,20250106,6,300003,101,7,6,3845.9,KG,2025-01-10,2025-01-11,4
9152,20250622,5,300010,201,5,1,462.4,KG,2025-07-14,2025-07-11,22
9153,20250304,6,300005,204,8,1,4804.1,KG,2025-03-14,2025-03-12,10
9154,20251203,2,300009,104,8,8,13580.7,KG,2025-12-10,2025-12-09,7
9155,20250312,3,202,600009,2,3,9818.9,KG,2025-03-14,2025-03-14,2
9156,20250723,12,300010,105,4,7,1331.3,KG,2025-08-15,2025-08-13,23
9157,20250428,6,300004,600003,7,2,3154.6,KG,2025-04-29,2025-04-26,1
9158,20250904,8,300010,101,5,5,832.1,KG,2025-09-27,2025-09-27,23
9159,20250908,1,202,600004,7,6,21065.3,KG,2025-09-09,2025-09-06,1
9160,20250316,11,104,600005,4,5,1860.2,KG,2025-04-06,2025-04-03,21
9161,20251003,5,205,101,5,5,3384.9,KG,2025-10-29,2025-10-26,26
9162,20250919,9,300005,104,4,7,5451.7,KG,2025-10-15,2025-10-13,26
9163,20250422,8,300003,202,7,2,9007.0,KG,2025-04-27,2025-05-02,5
9164,20251006,11,300005,600009,4,1,297.0,KG,2025-11-01,2025-10-30,26
9165,20250111,10,103,600009,8,8,1650.2,KG,2025-01-23,2025-01-23,12
9166,20251126,2,203,600007,5,5,23190.3,KG,2025-12-28,2025-12-25,32
9167,20250324,2,105,600005,4,7,14527.8,KG,2025-04-15,2025-04-12,22
9168,20250102,1,203,101,6,5,5884.4,KG,2025-01-19,2025-01-17,17
9169,20250718,12,300007,201,8,1,469.5,KG,2025-07-29,2025-07-27,11
9170,20250522,3,300009,201,4,5,5655.0,KG,2025-06-20,2025-06-18,29
9171,20250724,3,201,104,8,8,1641.2,KG,2025-08-03,2025-08-01,10
9172,20250805,10,300007,600005,3,2,139.7,KG,2025-08-09,2025-08-09,4
9173,20250612,8,300005,103,2,2,3815.1,KG,2025-06-15,2025-06-13,3
9174,20251003,9,300008,600006,5,1,9039.2,KG,2025-10-25,2025-10-23,22
9175,20250403,8,300008,600006,7,2,6566.0,KG,2025-04-05,2025-04-04,2
9176,20250709,8,103,600001,7,2,1854.6,KG,2025-07-12,2025-07-10,3
9177,20250304,12,300006,600006,3,3,1729.6,KG,2025-03-06,2025-03-03,2
